system,timestamp,field,value
optical,2025-12-12T03:25:26.601981,brightness,0.26060790197113115
optical,2025-12-12T03:25:26.601981,motion_index,0.921575807945868
optical,2025-12-12T03:25:25.602022,brightness,0.8514075600402771
optical,2025-12-12T03:25:25.602022,motion_index,1.4640686232334847
optical,2025-12-12T03:25:24.602033,brightness,0.8983957388844418
optical,2025-12-12T03:25:24.602033,motion_index,1.1296636344330222
optical,2025-12-12T03:25:23.602042,brightness,0.7301163035270853
optical,2025-12-12T03:25:23.602042,motion_index,0.11935732609058286
optical,2025-12-12T03:25:22.602049,brightness,0.16329601321744852
optical,2025-12-12T03:25:22.602049,motion_index,1.2987509668896668
optical,2025-12-12T03:25:21.602057,brightness,0.3662330652242013
optical,2025-12-12T03:25:21.602057,motion_index,0.6799362430614753
optical,2025-12-12T03:25:20.602066,brightness,0.49636776040260433
optical,2025-12-12T03:25:20.602066,motion_index,0.10107484188150656
optical,2025-12-12T03:25:19.602073,brightness,0.48175313451159874
optical,2025-12-12T03:25:19.602073,motion_index,0.30975985913128323
optical,2025-12-12T03:25:18.602082,brightness,0.8495991872830058
optical,2025-12-12T03:25:18.602082,motion_index,1.4780486012085383
optical,2025-12-12T03:25:17.602090,brightness,0.8343996633147723
optical,2025-12-12T03:25:17.602090,motion_index,0.7525955799268493
optical,2025-12-12T03:25:16.602099,brightness,0.5501491248154811
optical,2025-12-12T03:25:16.602099,motion_index,0.9968618901205208
optical,2025-12-12T03:25:15.602108,brightness,0.52944910749066
optical,2025-12-12T03:25:15.602108,motion_index,0.8864398064748584
optical,2025-12-12T03:25:14.602116,brightness,0.7940341891984204
optical,2025-12-12T03:25:14.602116,motion_index,0.2979651837138534
optical,2025-12-12T03:25:13.602124,brightness,0.5459517846668047
optical,2025-12-12T03:25:13.602124,motion_index,0.7171608173299993
optical,2025-12-12T03:25:12.602131,brightness,0.8178214467461161
optical,2025-12-12T03:25:12.602131,motion_index,0.12280853181600482
optical,2025-12-12T03:25:11.602138,brightness,0.47532260893542455
optical,2025-12-12T03:25:11.602138,motion_index,0.7037472005437143
optical,2025-12-12T03:25:10.602146,brightness,0.14833464828122783
optical,2025-12-12T03:25:10.602146,motion_index,0.06168307568787562
optical,2025-12-12T03:25:09.602154,brightness,0.44375362606891977
optical,2025-12-12T03:25:09.602154,motion_index,0.9246679320302061
optical,2025-12-12T03:25:08.602161,brightness,0.17555005195185178
optical,2025-12-12T03:25:08.602161,motion_index,0.9228248279766882
optical,2025-12-12T03:25:07.602171,brightness,0.7761152486552026
optical,2025-12-12T03:25:07.602171,motion_index,0.2747352420475383
seismic,2025-12-12T03:25:26.602185,microtremor_level,0.03300851274223893
seismic,2025-12-12T03:25:26.602185,vibration_score,0.08885925650461562
seismic,2025-12-12T03:25:25.602195,microtremor_level,0.004155888748886472
seismic,2025-12-12T03:25:25.602195,vibration_score,0.18855130907405518
seismic,2025-12-12T03:25:24.602204,microtremor_level,0.0230187290086849
seismic,2025-12-12T03:25:24.602204,vibration_score,0.023403734852533532
seismic,2025-12-12T03:25:23.602212,microtremor_level,0.04788023269646937
seismic,2025-12-12T03:25:23.602212,vibration_score,0.01721554357422146
seismic,2025-12-12T03:25:22.602221,microtremor_level,0.030236825887659448
seismic,2025-12-12T03:25:22.602221,vibration_score,0.03809873168902478
seismic,2025-12-12T03:25:21.602228,microtremor_level,0.004738034897768717
seismic,2025-12-12T03:25:21.602228,vibration_score,0.013711455640325521
seismic,2025-12-12T03:25:20.602234,microtremor_level,0.03952300865726851
seismic,2025-12-12T03:25:20.602234,vibration_score,0.04806505915307
seismic,2025-12-12T03:25:19.602242,microtremor_level,0.02894035572441548
seismic,2025-12-12T03:25:19.602242,vibration_score,0.07299579314574878
seismic,2025-12-12T03:25:18.602248,microtremor_level,0.02646325334517498
seismic,2025-12-12T03:25:18.602248,vibration_score,0.14133474361146833
seismic,2025-12-12T03:25:17.602256,microtremor_level,0.018715108645636393
seismic,2025-12-12T03:25:17.602256,vibration_score,0.12155974185095518
seismic,2025-12-12T03:25:16.602263,microtremor_level,0.009346004259419078
seismic,2025-12-12T03:25:16.602263,vibration_score,0.11870856803946046
seismic,2025-12-12T03:25:15.602271,microtremor_level,0.0059738851183964055
seismic,2025-12-12T03:25:15.602271,vibration_score,0.1218464398844368
seismic,2025-12-12T03:25:14.602280,microtremor_level,0.017944100920506124
seismic,2025-12-12T03:25:14.602280,vibration_score,0.0778266190114909
seismic,2025-12-12T03:25:13.602286,microtremor_level,0.02725802242402402
seismic,2025-12-12T03:25:13.602286,vibration_score,0.05543822061071877
seismic,2025-12-12T03:25:12.602293,microtremor_level,0.04641834570638073
seismic,2025-12-12T03:25:12.602293,vibration_score,0.04986331263787076
seismic,2025-12-12T03:25:11.602304,microtremor_level,0.04150081095432942
seismic,2025-12-12T03:25:11.602304,vibration_score,0.003943840560475964
seismic,2025-12-12T03:25:10.602312,microtremor_level,0.03797156811272975
seismic,2025-12-12T03:25:10.602312,vibration_score,0.19802973319569273
seismic,2025-12-12T03:25:09.602321,microtremor_level,0.00529347544739866
seismic,2025-12-12T03:25:09.602321,vibration_score,0.044616205484511555
seismic,2025-12-12T03:25:08.602330,microtremor_level,0.049094314603849845
seismic,2025-12-12T03:25:08.602330,vibration_score,0.19219932284845406
seismic,2025-12-12T03:25:07.602338,microtremor_level,0.03874832611960382
seismic,2025-12-12T03:25:07.602338,vibration_score,0.1756037854233064
ems,2025-12-12T03:25:26.602348,signal_variance,0.7926318800594745
ems,2025-12-12T03:25:26.602348,bandwidth_load,0.5818300276186563
ems,2025-12-12T03:25:25.602357,signal_variance,0.11435188549226194
ems,2025-12-12T03:25:25.602357,bandwidth_load,0.15659294905412693
ems,2025-12-12T03:25:24.602364,signal_variance,0.28152061525689465
ems,2025-12-12T03:25:24.602364,bandwidth_load,0.28534787263910477
ems,2025-12-12T03:25:23.602370,signal_variance,0.945511046913856
ems,2025-12-12T03:25:23.602370,bandwidth_load,0.524358147421014
ems,2025-12-12T03:25:22.602377,signal_variance,0.21344494902913702
ems,2025-12-12T03:25:22.602377,bandwidth_load,0.6415159219254202
ems,2025-12-12T03:25:21.602383,signal_variance,0.9354561480150935
ems,2025-12-12T03:25:21.602383,bandwidth_load,0.2780195181990897
ems,2025-12-12T03:25:20.602390,signal_variance,0.8262300428472721
ems,2025-12-12T03:25:20.602390,bandwidth_load,0.14539498301660816
ems,2025-12-12T03:25:19.602397,signal_variance,0.012599709376618251
ems,2025-12-12T03:25:19.602397,bandwidth_load,0.1664037264305765
ems,2025-12-12T03:25:18.602406,signal_variance,0.682955623946745
ems,2025-12-12T03:25:18.602406,bandwidth_load,0.3216662976139981
ems,2025-12-12T03:25:17.602413,signal_variance,0.5237975345474053
ems,2025-12-12T03:25:17.602413,bandwidth_load,0.25608157038800206
ems,2025-12-12T03:25:16.602420,signal_variance,0.83727929013921
ems,2025-12-12T03:25:16.602420,bandwidth_load,0.5457478637637877
ems,2025-12-12T03:25:15.602427,signal_variance,0.032765245123465125
ems,2025-12-12T03:25:15.602427,bandwidth_load,0.5924625879139489
ems,2025-12-12T03:25:14.602434,signal_variance,0.5885161797022727
ems,2025-12-12T03:25:14.602434,bandwidth_load,0.5893829139627462
ems,2025-12-12T03:25:13.602440,signal_variance,0.31957665565968874
ems,2025-12-12T03:25:13.602440,bandwidth_load,0.3922206421413683
ems,2025-12-12T03:25:12.602447,signal_variance,0.3128587406880302
ems,2025-12-12T03:25:12.602447,bandwidth_load,0.2518078771528662
ems,2025-12-12T03:25:11.602454,signal_variance,0.3346900715024167
ems,2025-12-12T03:25:11.602454,bandwidth_load,0.2327513820016467
ems,2025-12-12T03:25:10.602464,signal_variance,0.245789876066014
ems,2025-12-12T03:25:10.602464,bandwidth_load,0.5491512595093087
ems,2025-12-12T03:25:09.602472,signal_variance,0.5194997167958527
ems,2025-12-12T03:25:09.602472,bandwidth_load,0.2071982003725881
ems,2025-12-12T03:25:08.602479,signal_variance,0.20950661315986707
ems,2025-12-12T03:25:08.602479,bandwidth_load,0.14865351879180483
ems,2025-12-12T03:25:07.602486,signal_variance,0.10733014418778197
ems,2025-12-12T03:25:07.602486,bandwidth_load,0.28481403204208944
radiation,2025-12-12T03:25:26.602499,background_uSv,0.14385621888349864
radiation,2025-12-12T03:25:25.602508,background_uSv,0.07434631564099933
radiation,2025-12-12T03:25:24.602515,background_uSv,0.10491253900855005
radiation,2025-12-12T03:25:23.602523,background_uSv,0.10045838951992617
radiation,2025-12-12T03:25:22.602530,background_uSv,0.11647726798222384
radiation,2025-12-12T03:25:21.602536,background_uSv,0.08789352411186664
radiation,2025-12-12T03:25:20.602544,background_uSv,0.13813663128650083
radiation,2025-12-12T03:25:19.602551,background_uSv,0.1128417859573092
radiation,2025-12-12T03:25:18.602558,background_uSv,0.08148645323569967
radiation,2025-12-12T03:25:17.602565,background_uSv,0.13220559449141528
radiation,2025-12-12T03:25:16.602571,background_uSv,0.058796660485702125
radiation,2025-12-12T03:25:15.602579,background_uSv,0.14844372511738263
radiation,2025-12-12T03:25:14.602586,background_uSv,0.11375355928130022
radiation,2025-12-12T03:25:13.602594,background_uSv,0.14537813988114062
radiation,2025-12-12T03:25:12.602601,background_uSv,0.12505113287990485
radiation,2025-12-12T03:25:11.602608,background_uSv,0.132909399569544
radiation,2025-12-12T03:25:10.602615,background_uSv,0.07421896686734308
radiation,2025-12-12T03:25:09.602621,background_uSv,0.062036238851574534
radiation,2025-12-12T03:25:08.602627,background_uSv,0.14257375903524136
radiation,2025-12-12T03:25:07.602651,background_uSv,0.07212131308561089
comms,2025-12-12T03:25:26.602663,channel_state,GREEN
comms,2025-12-12T03:25:26.602663,latency_ms,10.434148344187319
comms,2025-12-12T03:25:25.602689,channel_state,GREEN
comms,2025-12-12T03:25:25.602689,latency_ms,79.60182887028535
comms,2025-12-12T03:25:24.602700,channel_state,GREEN
comms,2025-12-12T03:25:24.602700,latency_ms,27.771441394733248
comms,2025-12-12T03:25:23.602710,channel_state,GREEN
comms,2025-12-12T03:25:23.602710,latency_ms,66.9508935267236
comms,2025-12-12T03:25:22.602731,channel_state,GREEN
comms,2025-12-12T03:25:22.602731,latency_ms,49.124808052711515
comms,2025-12-12T03:25:21.602741,channel_state,AMBER
comms,2025-12-12T03:25:21.602741,latency_ms,23.641700047961372
comms,2025-12-12T03:25:20.602749,channel_state,AMBER
